,symbol,trade_date,exchange,segment,trade_type,quantity,price,order_id,order_execution_time,strike_price,expiry_date,options_type,assets_type
203,PETRONET,2022-05-05,NSE,EQ,buy,1000.0,218.9,1200000001532163,2022-05-05T10:46:03,,,,cash
204,ABB,2022-05-10,NSE,EQ,sell,88.0,2306.0,1000000000035391,2022-05-10T09:15:34,,,,cash
205,ABB,2022-05-10,NSE,EQ,buy,88.0,2224.7,1000000000757209,2022-05-10T09:18:51,,,,cash
206,GNFC,2022-05-11,NSE,EQ,sell,190.0,838.0,1100000000025602,2022-05-11T09:07:45,,,,cash
207,GNFC,2022-05-11,NSE,EQ,buy,190.0,737.0,1100000013721563,2022-05-11T12:06:15,,,,cash
208,COROMANDEL,2022-05-12,NSE,EQ,sell,380.0,901.25,1000000000039154,2022-05-12T09:07:36,,,,cash
209,COROMANDEL,2022-05-12,NSE,EQ,buy,380.0,883.5,1000000005540213,2022-05-12T10:08:45,,,,cash
210,SUNPHARMA,2022-05-16,NSE,EQ,sell,230.0,882.5,1300000000052732,2022-05-16T09:18:35,,,,cash
211,SUNPHARMA,2022-05-16,NSE,EQ,buy,230.0,891.8,1300000003007156,2022-05-16T09:41:56,,,,cash
212,SUNPHARMA,2022-05-16,NSE,EQ,sell,100.0,887.5,1300000003804253,2022-05-16T09:47:49,,,,cash
213,SUNPHARMA,2022-05-16,NSE,EQ,buy,100.0,893.8,1300000003887774,2022-05-16T10:21:58,,,,cash
214,HONAUT,2022-05-17,NSE,EQ,sell,10.0,32500.0,1100000000038000,2022-05-17T09:07:30,,,,cash
215,OFSS,2022-05-17,NSE,EQ,buy,30.0,3160.5,1200000000043893,2022-05-17T09:29:26,,,,cash
216,OFSS,2022-05-17,NSE,EQ,sell,30.0,3148.3,1200000001964147,2022-05-17T09:36:27,,,,cash
217,HONAUT,2022-05-17,NSE,EQ,buy,1.0,32211.0,1100000002545064,2022-05-17T12:16:37,,,,cash
218,HONAUT,2022-05-17,NSE,EQ,buy,9.0,32155.0,1100000010496731,2022-05-17T13:12:51,,,,cash
219,COROMANDEL,2022-05-18,NSE,EQ,sell,100.0,953.0,1000000000785351,2022-05-18T09:19:29,,,,cash
220,COROMANDEL,2022-05-18,NSE,EQ,buy,200.0,953.0,1000000000902735,2022-05-18T09:20:27,,,,cash
221,COROMANDEL,2022-05-18,NSE,EQ,sell,350.0,952.35,1000000000943726,2022-05-18T09:20:46,,,,cash
222,COROMANDEL,2022-05-18,NSE,EQ,buy,2.0,939.0,1000000002046793,2022-05-18T10:01:17,,,,cash
223,COROMANDEL,2022-05-18,NSE,EQ,buy,248.0,933.55,1000000005287046,2022-05-18T10:18:10,,,,cash
224,PIIND,2022-05-19,NSE,EQ,sell,80.0,2609.0,1200000002782793,2022-05-19T09:35:26,,,,cash
225,PIIND,2022-05-19,NSE,EQ,sell,50.0,2611.15,1200000003385882,2022-05-19T09:41:29,,,,cash
226,PIIND,2022-05-19,NSE,EQ,buy,160.0,2635.5,1200000003120373,2022-05-19T09:50:42,,,,cash
227,PIIND,2022-05-19,NSE,EQ,sell,30.0,2634.35,1200000004198023,2022-05-19T09:51:15,,,,cash
228,MINDTREE,2022-05-24,NSE,EQ,buy,66.0,2878.9,1200000009351786,2022-05-24T11:25:24,,,,cash
229,MINDTREE,2022-05-24,NSE,EQ,sell,66.0,2896.0,1200000009475667,2022-05-24T12:11:20,,,,cash
230,COROMANDEL,2022-05-25,NSE,EQ,sell,330.0,979.0,1000000000007121,2022-05-25T09:07:35,,,,cash
231,COROMANDEL,2022-05-25,NSE,EQ,buy,330.0,963.15,1000000002506363,2022-05-25T09:36:40,,,,cash
232,SHREECEM,2022-05-27,NSE,EQ,sell,20.0,21700.0,1300000000018648,2022-05-27T09:07:52,,,,cash
233,TORNTPHARM,2022-05-27,NSE,EQ,sell,80.0,2915.0,1300000000018650,2022-05-27T09:07:52,,,,cash
234,SHREECEM,2022-05-27,NSE,EQ,buy,20.0,21944.35,1300000020074012,2022-05-27T15:20:51,,,,cash
235,TORNTPHARM,2022-05-27,NSE,EQ,buy,80.0,2947.25,1300000020075122,2022-05-27T15:20:52,,,,cash
236,INDIAMART,2022-05-30,NSE,EQ,sell,40.0,4568.4,1100000000034378,2022-05-30T09:07:29,,,,cash
237,PAGEIND,2022-05-30,NSE,EQ,sell,4.0,44636.05,1200000000027088,2022-05-30T09:07:29,,,,cash
238,GRANULES,2022-05-30,NSE,EQ,sell,1180.0,267.3,1100000000034696,2022-05-30T09:15:00,,,,cash
239,GRANULES,2022-05-30,NSE,EQ,buy,1180.0,271.2,1100000001037900,2022-05-30T09:21:08,,,,cash
240,INDIAMART,2022-05-30,NSE,EQ,buy,40.0,4624.45,1100000000450937,2022-05-30T09:30:53,,,,cash
241,PAGEIND,2022-05-30,NSE,EQ,buy,4.0,45170.0,1200000020251721,2022-05-30T15:20:54,,,,cash
242,CROMPTON,2022-05-31,NSE,EQ,sell,454.0,353.4,1000000000092855,2022-05-31T09:07:05,,,,cash
243,INTELLECT,2022-05-31,NSE,EQ,sell,550.0,676.0,1100000000122474,2022-05-31T09:07:05,,,,cash
244,INTELLECT,2022-05-31,NSE,EQ,buy,550.0,672.75,1100000001064064,2022-05-31T09:21:07,,,,cash
245,INTELLECT,2022-05-31,NSE,EQ,sell,500.0,669.0,1100000001131614,2022-05-31T09:22:44,,,,cash
246,INTELLECT,2022-05-31,NSE,EQ,sell,100.0,673.9,1100000002006847,2022-05-31T09:29:53,,,,cash
247,INTELLECT,2022-05-31,NSE,EQ,sell,50.0,672.0,1100000002088072,2022-05-31T09:30:46,,,,cash
248,CROMPTON,2022-05-31,NSE,EQ,buy,454.0,355.25,1000000000762329,2022-05-31T09:32:42,,,,cash
249,INTELLECT,2022-05-31,NSE,EQ,buy,650.0,676.6,1100000001332531,2022-05-31T09:45:33,,,,cash
250,BALKRISIND,2022-06-01,NSE,EQ,sell,140.0,2340.0,1000000000017674,2022-06-01T09:07:15,,,,cash
251,BALKRISIND,2022-06-01,NSE,EQ,sell,100.0,2338.0,1000000000694414,2022-06-01T09:18:27,,,,cash
252,MRF,2022-06-01,NSE,EQ,buy,1.0,77050.0,1200000003847566,2022-06-01T09:51:10,,,,cash
253,MRF,2022-06-01,NSE,EQ,sell,1.0,76800.0,1200000004386110,2022-06-01T09:57:34,,,,cash
254,BALKRISIND,2022-06-01,NSE,EQ,buy,240.0,2353.6,1000000005747976,2022-06-01T12:17:19,,,,cash
255,ASTRAL,2022-06-01,NSE,EQ,sell,100.0,1814.1,1000000013148233,2022-06-01T13:10:43,,,,cash
256,ASTRAL,2022-06-01,NSE,EQ,sell,25.0,1813.9,1000000013167443,2022-06-01T13:11:28,,,,cash
257,MFSL,2022-06-01,NSE,EQ,sell,250.0,820.0,1200000013553149,2022-06-01T13:13:19,,,,cash
258,MFSL,2022-06-01,NSE,EQ,buy,250.0,811.45,1200000014430801,2022-06-01T13:33:41,,,,cash
259,ASTRAL,2022-06-01,NSE,EQ,buy,125.0,1799.95,1000000013337614,2022-06-01T13:59:10,,,,cash
260,ABBOTINDIA,2022-06-03,NSE,EQ,sell,10.0,18450.0,1000000000035387,2022-06-03T09:07:34,,,,cash
261,ABBOTINDIA,2022-06-03,NSE,EQ,sell,10.0,18548.0,1000000000305778,2022-06-03T09:16:26,,,,cash
262,ABBOTINDIA,2022-06-03,NSE,EQ,buy,20.0,18400.0,1000000000461825,2022-06-03T09:35:50,,,,cash
263,METROPOLIS,2022-06-06,NSE,EQ,sell,85.0,1654.45,1200000000029904,2022-06-06T09:07:30,,,,cash
264,METROPOLIS,2022-06-06,NSE,EQ,buy,85.0,1686.0,1200000000747949,2022-06-06T09:18:52,,,,cash
265,ONGC,2022-06-08,NSE,EQ,sell,1000.0,163.5,1200000000019867,2022-06-08T09:07:19,,,,cash
266,ONGC,2022-06-08,NSE,EQ,buy,1000.0,164.7,1200000003680376,2022-06-08T13:29:14,,,,cash
267,DALBHARAT,2022-06-09,NSE,EQ,sell,333.0,1272.0,1100000001794299,2022-06-09T09:29:59,,,,cash
268,DALBHARAT,2022-06-09,NSE,EQ,buy,333.0,1279.0,1100000001874899,2022-06-09T09:43:22,,,,cash
269,BAJAJ-AUTO,2022-06-24,NSE,EQ,sell,125.0,3800.8,1000000000009774,2022-06-24T09:07:05,,,,cash
270,BAJAJ-AUTO,2022-06-24,NSE,EQ,buy,125.0,3830.0,1000000000611853,2022-06-24T09:35:14,,,,cash
271,ABBOTINDIA,2022-06-30,NSE,EQ,sell,23.0,18924.0,1000000000838304,2022-06-30T09:22:01,,,,cash
272,ABBOTINDIA,2022-06-30,NSE,EQ,buy,23.0,18805.0,1000000002280085,2022-06-30T10:43:50,,,,cash
273,MCX,2022-07-01,NSE,EQ,sell,100.0,1314.0,1200000001761197,2022-07-01T09:29:14,,,,cash
274,MCX,2022-07-01,NSE,EQ,buy,100.0,1298.0,1200000004404454,2022-07-01T10:05:34,,,,cash
275,BOSCHLTD,2022-07-04,NSE,EQ,sell,40.0,15686.3,1000000000020085,2022-07-04T09:15:18,,,,cash
276,BOSCHLTD,2022-07-04,NSE,EQ,buy,40.0,15705.0,1000000000791093,2022-07-04T09:21:14,,,,cash
277,MANAPPURAM,2022-07-04,NSE,EQ,buy,625.0,91.15,1200000006336050,2022-07-04T10:49:33,,,,cash
278,MANAPPURAM,2022-07-04,NSE,EQ,sell,625.0,90.45,1200000006377651,2022-07-04T12:15:49,,,,cash
279,SIEMENS,2022-07-07,NSE,EQ,sell,130.0,2655.0,1300000000131194,2022-07-07T09:07:21,,,,cash
280,SIEMENS,2022-07-07,NSE,EQ,buy,130.0,2643.35,1300000003501010,2022-07-07T09:49:00,,,,cash
281,NAM-INDIA,2022-07-11,NSE,EQ,sell,500.0,299.8,1200000010827250,2022-07-11T13:16:07,,,,cash
282,NAM-INDIA,2022-07-11,NSE,EQ,buy,500.0,301.0,1200000010947016,2022-07-11T13:18:52,,,,cash
283,NAM-INDIA,2022-07-11,NSE,EQ,sell,1000.0,297.7,1200000011914709,2022-07-11T13:45:29,,,,cash
284,NAM-INDIA,2022-07-11,NSE,EQ,buy,1000.0,299.9,1200000015414217,2022-07-11T15:18:43,,,,cash
285,SYNGENE,2022-07-14,NSE,EQ,sell,370.0,595.0,1300000000020666,2022-07-14T09:07:06,,,,cash
286,SYNGENE,2022-07-14,NSE,EQ,buy,370.0,601.3,1300000000425079,2022-07-14T09:25:45,,,,cash
287,PERSISTENT,2022-07-21,NSE,EQ,sell,59.0,3515.0,1200000000040824,2022-07-21T09:07:40,,,,cash
288,PERSISTENT,2022-07-21,NSE,EQ,buy,59.0,3471.0,1200000000510471,2022-07-21T09:17:28,,,,cash
289,PERSISTENT,2022-07-21,NSE,EQ,sell,22.0,3552.65,1200000003341780,2022-07-21T09:54:18,,,,cash
290,PERSISTENT,2022-07-21,NSE,EQ,buy,22.0,3570.9,1200000003475843,2022-07-21T10:17:54,,,,cash
291,AARTIIND,2022-07-22,NSE,EQ,sell,350.0,781.2,1000000000036511,2022-07-22T09:07:52,,,,cash
292,AARTIIND,2022-07-22,NSE,EQ,buy,350.0,771.55,1000000002636270,2022-07-22T09:40:50,,,,cash
293,AARTIIND,2022-07-22,NSE,EQ,sell,1.0,766.4,1000000008895901,2022-07-22T12:05:25,,,,cash
294,AARTIIND,2022-07-22,NSE,EQ,buy,1.0,767.05,1000000008930493,2022-07-22T12:06:04,,,,cash
295,RAIN,2022-07-25,NSE,EQ,sell,700.0,162.05,1300000000049432,2022-07-25T09:07:20,,,,cash
296,RAMCOCEM,2022-07-25,NSE,EQ,sell,444.0,700.0,1300000000054640,2022-07-25T09:07:20,,,,cash
297,GSPL,2022-07-25,NSE,EQ,sell,450.0,239.7,1100000000042668,2022-07-25T09:15:00,,,,cash
298,RAMCOCEM,2022-07-25,NSE,EQ,buy,444.0,692.4,1300000000330429,2022-07-25T09:15:29,,,,cash
299,GSPL,2022-07-25,NSE,EQ,buy,450.0,237.15,1100000000622542,2022-07-25T09:17:26,,,,cash
300,RAIN,2022-07-25,NSE,EQ,buy,700.0,162.35,1300000002207193,2022-07-25T09:36:14,,,,cash
301,DELTACORP,2022-07-26,NSE,EQ,sell,400.0,193.6,1100000005204711,2022-07-26T10:18:19,,,,cash
302,DELTACORP,2022-07-26,NSE,EQ,buy,400.0,192.55,1100000005740209,2022-07-26T10:47:35,,,,cash
303,SPANDANA,2022-07-28,NSE,EQ,buy,200.0,445.45,1300000005379808,2022-07-28T10:11:34,,,,cash
304,SPANDANA,2022-07-28,NSE,EQ,sell,200.0,442.0,1300000005673410,2022-07-28T10:20:56,,,,cash
305,BHARATFORG,2022-07-29,NSE,EQ,sell,380.0,737.2,1000000000028747,2022-07-29T09:07:23,,,,cash
306,POLYCAB,2022-07-29,NSE,EQ,sell,120.0,2294.0,1200000000032607,2022-07-29T09:07:23,,,,cash
307,POLYCAB,2022-07-29,NSE,EQ,buy,120.0,2320.6,1200000001049099,2022-07-29T09:27:15,,,,cash
308,BHARATFORG,2022-07-29,NSE,EQ,buy,380.0,739.3,1000000002545645,2022-07-29T09:36:21,,,,cash
309,BHARATFORG,2022-07-29,NSE,EQ,buy,1.0,735.0,1000000002209729,2022-07-29T13:51:57,,,,cash
310,BHARATFORG,2022-07-29,NSE,EQ,sell,1.0,735.35,1000000014001316,2022-07-29T13:52:47,,,,cash
311,BATAINDIA,2022-08-01,NSE,EQ,sell,90.0,1977.95,1000000000034401,2022-08-01T09:07:51,,,,cash
312,RAIN,2022-08-01,NSE,EQ,sell,900.0,182.8,1300000000060637,2022-08-01T09:07:51,,,,cash
313,TATASTEEL,2022-08-01,NSE,EQ,sell,1400.0,110.5,1300000000060619,2022-08-01T09:07:51,,,,cash
314,TATASTEEL,2022-08-01,NSE,EQ,buy,1400.0,111.35,1300000000582532,2022-08-01T09:16:24,,,,cash
315,RAIN,2022-08-01,NSE,EQ,buy,900.0,181.0,1300000001397310,2022-08-01T09:20:39,,,,cash
316,BATAINDIA,2022-08-01,NSE,EQ,buy,90.0,1960.15,1000000000520054,2022-08-01T09:23:18,,,,cash
317,BATAINDIA,2022-08-01,NSE,EQ,sell,75.0,1969.0,1000000001557617,2022-08-01T09:24:36,,,,cash
318,BATAINDIA,2022-08-01,NSE,EQ,buy,75.0,1954.15,1000000002545803,2022-08-01T10:43:01,,,,cash
319,BOSCHLTD,2022-08-02,NSE,EQ,buy,15.0,17582.0,1000000000196690,2022-08-02T09:15:59,,,,cash
320,BOSCHLTD,2022-08-02,NSE,EQ,sell,15.0,17739.0,1000000001325849,2022-08-02T09:24:17,,,,cash
321,EICHERMOT,2022-08-02,NSE,EQ,sell,28.0,3001.0,1100000002716651,2022-08-02T09:32:33,,,,cash
322,EICHERMOT,2022-08-02,NSE,EQ,buy,28.0,3025.0,1100000002869137,2022-08-02T09:33:58,,,,cash
323,BALKRISIND,2022-08-03,NSE,EQ,sell,140.0,2440.0,1000000000046227,2022-08-03T09:07:20,,,,cash
324,BALKRISIND,2022-08-03,NSE,EQ,buy,140.0,2439.0,1000000000700222,2022-08-03T09:19:29,,,,cash
325,GRANULES,2022-08-03,NSE,EQ,sell,500.0,317.95,1100000001180446,2022-08-03T09:21:15,,,,cash
326,GRANULES,2022-08-03,NSE,EQ,buy,500.0,314.4,1100000001360693,2022-08-03T09:32:03,,,,cash
327,PIIND,2022-08-04,NSE,EQ,sell,72.0,3191.65,1200000001735249,2022-08-04T09:26:39,,,,cash
328,BATAINDIA,2022-08-04,NSE,EQ,buy,82.0,1918.0,1000000001463066,2022-08-04T09:29:25,,,,cash
329,PIIND,2022-08-04,NSE,EQ,buy,72.0,3159.6,1200000001802449,2022-08-04T09:38:29,,,,cash
330,BATAINDIA,2022-08-04,NSE,EQ,sell,82.0,1905.5,1000000001885397,2022-08-04T11:30:37,,,,cash
331,ASTRAL,2022-08-05,NSE,EQ,sell,120.0,1980.4,1000000000036803,2022-08-05T09:07:55,,,,cash
332,LAURUSLABS,2022-08-05,NSE,EQ,sell,428.0,546.55,1200000000040227,2022-08-05T09:07:55,,,,cash
333,LAURUSLABS,2022-08-05,NSE,EQ,buy,428.0,550.85,1200000000492599,2022-08-05T09:23:30,,,,cash
334,PIDILITIND,2022-08-05,NSE,EQ,sell,115.0,2627.2,1200000002002370,2022-08-05T09:31:30,,,,cash
335,ASTRAL,2022-08-05,NSE,EQ,buy,20.0,1961.9,1000000000335415,2022-08-05T10:07:16,,,,cash
336,ASTRAL,2022-08-05,NSE,EQ,buy,100.0,1962.25,1000000004329707,2022-08-05T10:30:31,,,,cash
337,PIDILITIND,2022-08-05,NSE,EQ,buy,115.0,2602.55,1200000002098489,2022-08-05T10:33:41,,,,cash
338,NAVINFLUOR,2022-08-08,NSE,EQ,sell,55.0,4497.0,1200000000031928,2022-08-08T09:07:18,,,,cash
339,TATAMTRDVR,2022-08-08,NSE,EQ,sell,85.0,226.7,1300000000933423,2022-08-08T09:24:31,,,,cash
340,MGL,2022-08-08,NSE,EQ,sell,303.0,817.0,1200000001835719,2022-08-08T09:27:44,,,,cash
341,MGL,2022-08-08,NSE,EQ,buy,303.0,822.0,1200000001941040,2022-08-08T09:29:12,,,,cash
342,HINDPETRO,2022-08-08,NSE,EQ,sell,1000.0,236.65,1100000002137190,2022-08-08T09:31:43,,,,cash
343,HINDPETRO,2022-08-08,NSE,EQ,buy,1000.0,238.25,1100000002322661,2022-08-08T09:41:53,,,,cash
344,NAVINFLUOR,2022-08-08,NSE,EQ,buy,25.0,4453.0,1200000000469590,2022-08-08T10:01:19,,,,cash
345,NAVINFLUOR,2022-08-08,NSE,EQ,buy,30.0,4453.0,1200000004552434,2022-08-08T10:01:37,,,,cash
346,NAVINFLUOR,2022-08-08,NSE,EQ,buy,55.0,4503.5,1200000003721558,2022-08-08T10:29:34,,,,cash
347,NAVINFLUOR,2022-08-08,NSE,EQ,sell,55.0,4455.8,1200000020046389,2022-08-08T15:20:57,,,,cash
348,MGL,2022-08-10,NSE,EQ,sell,306.0,822.0,1200000000022332,2022-08-10T09:07:49,,,,cash
349,MGL,2022-08-10,NSE,EQ,sell,306.0,822.0,1200000000010473,2022-08-10T09:07:49,,,,cash
350,MGL,2022-08-10,NSE,EQ,buy,612.0,814.3,1200000000235796,2022-08-10T09:16:29,,,,cash
351,TATACHEM,2022-08-10,NSE,EQ,buy,220.0,1027.65,1300000002222577,2022-08-10T09:28:26,,,,cash
352,TATACHEM,2022-08-10,NSE,EQ,sell,220.0,1021.5,1300000002489844,2022-08-10T09:32:00,,,,cash
353,AARTIIND,2022-08-10,NSE,EQ,buy,340.0,819.8,1000000002442231,2022-08-10T09:34:41,,,,cash
354,AARTIIND,2022-08-10,NSE,EQ,sell,340.0,815.0,1000000002497872,2022-08-10T09:49:09,,,,cash
355,TATACHEM,2022-08-10,NSE,EQ,buy,200.0,1037.3,1300000008265159,2022-08-10T10:58:43,,,,cash
356,TATACHEM,2022-08-10,NSE,EQ,sell,100.0,1042.85,1300000008350596,2022-08-10T11:15:54,,,,cash
357,TATACHEM,2022-08-10,NSE,EQ,sell,100.0,1043.0,1300000008333208,2022-08-10T11:16:10,,,,cash
358,POLYCAB,2022-08-11,NSE,EQ,sell,155.0,2446.05,1200000000032889,2022-08-11T09:07:02,,,,cash
359,MGL,2022-08-11,NSE,EQ,sell,288.0,848.1,1200000002918254,2022-08-11T09:38:16,,,,cash
360,POLYCAB,2022-08-11,NSE,EQ,buy,155.0,2429.15,1200000000206233,2022-08-11T09:45:57,,,,cash
361,WIPRO,2022-08-11,NSE,EQ,sell,580.0,438.0,1300000004069340,2022-08-11T09:57:31,,,,cash
362,MGL,2022-08-11,NSE,EQ,buy,288.0,853.2,1200000003002840,2022-08-11T10:06:16,,,,cash
363,WIPRO,2022-08-11,NSE,EQ,buy,580.0,438.25,1300000005804858,2022-08-11T15:16:13,,,,cash
364,TRENT,2022-08-12,NSE,EQ,sell,380.0,1347.0,1300000000004226,2022-08-12T09:07:08,,,,cash
365,MCX,2022-08-12,NSE,EQ,sell,380.0,1319.0,1200000000382070,2022-08-12T09:16:17,,,,cash
366,GSPL,2022-08-12,NSE,EQ,sell,2150.0,235.8,1100000000004645,2022-08-12T09:16:38,,,,cash
367,TRENT,2022-08-12,NSE,EQ,buy,380.0,1334.95,1300000000220017,2022-08-12T09:18:58,,,,cash
368,GSPL,2022-08-12,NSE,EQ,buy,2150.0,236.9,1100000000565955,2022-08-12T09:19:44,,,,cash
369,MCX,2022-08-12,NSE,EQ,buy,380.0,1312.25,1200000001479856,2022-08-12T09:28:59,,,,cash
370,IPCALAB,2022-08-12,NSE,EQ,buy,267.0,919.9,1100000003008960,2022-08-12T09:41:47,,,,cash
371,IPCALAB,2022-08-12,NSE,EQ,sell,267.0,928.7,1100000003101817,2022-08-12T09:45:51,,,,cash
372,TATASTEEL,2022-08-12,NSE,EQ,sell,500.0,112.0,1300000003743315,2022-08-12T09:51:16,,,,cash
373,DIVISLAB,2022-08-12,NSE,EQ,buy,150.0,3851.1,1100000004420030,2022-08-12T10:00:41,,,,cash
374,DIVISLAB,2022-08-12,NSE,EQ,sell,100.0,3852.6,1100000004479612,2022-08-12T10:01:35,,,,cash
375,DIVISLAB,2022-08-12,NSE,EQ,buy,50.0,3838.0,1100000004537749,2022-08-12T10:02:43,,,,cash
376,DIVISLAB,2022-08-12,NSE,EQ,sell,100.0,3820.0,1100000004584267,2022-08-12T10:27:16,,,,cash
377,TATASTEEL,2022-08-12,NSE,EQ,buy,500.0,111.15,1300000004796850,2022-08-12T10:29:44,,,,cash
378,DIVISLAB,2022-08-12,NSE,EQ,buy,30.0,3837.7,1100000006246717,2022-08-12T10:32:35,,,,cash
379,DIVISLAB,2022-08-12,NSE,EQ,buy,20.0,3832.95,1100000006242047,2022-08-12T10:32:43,,,,cash
380,DIVISLAB,2022-08-12,NSE,EQ,sell,30.0,3862.0,1100000006320942,2022-08-12T12:27:46,,,,cash
381,DIVISLAB,2022-08-12,NSE,EQ,sell,20.0,3862.0,1100000012044039,2022-08-12T12:29:00,,,,cash
382,DIVISLAB,2022-08-12,NSE,EQ,buy,30.0,3828.95,1100000012235915,2022-08-12T12:33:23,,,,cash
383,DIVISLAB,2022-08-12,NSE,EQ,buy,10.0,3824.0,1100000012243519,2022-08-12T12:33:41,,,,cash
384,DIVISLAB,2022-08-12,NSE,EQ,buy,20.0,3817.0,1100000012251571,2022-08-12T12:34:43,,,,cash
385,DIVISLAB,2022-08-12,NSE,EQ,buy,40.0,3777.0,1100000013399325,2022-08-12T13:05:32,,,,cash
386,DIVISLAB,2022-08-12,NSE,EQ,buy,20.0,3749.0,1100000014637035,2022-08-12T13:23:27,,,,cash
387,DIVISLAB,2022-08-12,NSE,EQ,buy,10.0,3751.0,1100000014648625,2022-08-12T13:23:40,,,,cash
388,DIVISLAB,2022-08-12,NSE,EQ,buy,40.0,3734.0,1100000014673687,2022-08-12T13:36:36,,,,cash
389,DIVISLAB,2022-08-12,NSE,EQ,buy,70.0,3728.0,1100000014645730,2022-08-12T13:36:53,,,,cash
390,DIVISLAB,2022-08-12,NSE,EQ,sell,240.0,3719.35,1100000015291663,2022-08-12T13:38:08,,,,cash
391,TRENT,2022-08-16,NSE,EQ,sell,190.0,1390.6,1300000000017525,2022-08-16T09:07:12,,,,cash
392,TRENT,2022-08-16,NSE,EQ,buy,190.0,1400.0,1300000000637574,2022-08-16T09:16:32,,,,cash
393,GSPL,2022-08-16,NSE,EQ,sell,1500.0,249.5,1100000000677384,2022-08-16T09:17:32,,,,cash
394,GSPL,2022-08-16,NSE,EQ,buy,1000.0,247.3,1100000000869333,2022-08-16T09:21:25,,,,cash
395,APOLLOHOSP,2022-08-16,NSE,EQ,sell,58.0,4307.0,1000000002160826,2022-08-16T09:30:31,,,,cash
396,GSPL,2022-08-16,NSE,EQ,buy,500.0,247.85,1100000001588781,2022-08-16T09:35:39,,,,cash
397,ASIANPAINT,2022-08-16,NSE,EQ,buy,23.0,3493.85,1000000004057234,2022-08-16T09:52:16,,,,cash
398,APOLLOHOSP,2022-08-16,NSE,EQ,buy,58.0,4335.5,1000000002591888,2022-08-16T09:59:01,,,,cash
399,TRENT,2022-08-16,NSE,EQ,buy,55.0,1435.0,1300000006426528,2022-08-16T10:17:09,,,,cash
400,TRENT,2022-08-16,NSE,EQ,sell,55.0,1426.0,1300000007108791,2022-08-16T11:13:24,,,,cash
401,ASIANPAINT,2022-08-16,NSE,EQ,sell,23.0,3478.35,1000000004424164,2022-08-16T14:48:47,,,,cash
402,AMBUJACEM,2022-08-17,NSE,EQ,sell,1250.0,398.75,1000000000018039,2022-08-17T09:07:13,,,,cash
403,BATAINDIA,2022-08-17,NSE,EQ,sell,130.0,1971.25,1000000000018066,2022-08-17T09:07:13,,,,cash
404,TORNTPHARM,2022-08-17,NSE,EQ,sell,180.0,1573.7,1300000000028817,2022-08-17T09:15:38,,,,cash
